title,artist,top genre,year released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year,artist type
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2018.0,2020‑06‑22,114.0,79.0,60.0,-6.0,39.0,24.0,217.0,1.0,7.0,84.0,2019.0,Solo
Here With Me,Marshmello,brostep,2019.0,2020‑06‑22,100.0,56.0,79.0,-4.0,16.0,18.0,156.0,6.0,4.0,77.0,2019.0,Solo
One Thing Right,Marshmello,brostep,2019.0,2020‑06‑22,88.0,63.0,66.0,-2.0,58.0,44.0,182.0,6.0,5.0,77.0,2019.0,Solo
Piece Of Your Heart,MEDUZA,edm,2019.0,2020‑06‑22,124.0,74.0,68.0,-7.0,7.0,63.0,153.0,4.0,3.0,81.0,2019.0,Band/Group
Going Bad (feat. Drake),Meek Mill,hip hop,2018.0,2020‑06‑22,86.0,50.0,89.0,-6.0,25.0,54.0,181.0,26.0,9.0,83.0,2019.0,Solo
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,dance pop,2019.0,2020‑06‑22,99.0,81.0,87.0,-5.0,21.0,57.0,199.0,0.0,16.0,73.0,2019.0,Solo
Slide Away,Miley Cyrus,dance pop,2019.0,2020‑06‑22,148.0,54.0,53.0,-7.0,25.0,29.0,234.0,17.0,3.0,74.0,2019.0,Solo
Pure Water (with Migos),Mustard,cali rap,2019.0,2020‑06‑22,202.0,56.0,68.0,-6.0,34.0,14.0,192.0,17.0,13.0,80.0,2019.0,Solo
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,memphis hip hop,2019.0,2020‑06‑22,120.0,51.0,89.0,-5.0,14.0,57.0,177.0,3.0,42.0,74.0,2019.0,Solo
Motivation,Normani,dance pop,2019.0,2020‑06‑22,171.0,89.0,60.0,-4.0,30.0,88.0,194.0,2.0,10.0,76.0,2019.0,Solo
Options,NSG,afro dancehall,2020.0,2020‑08‑20,102.0,62.0,84.0,-5.0,10.0,76.0,240.0,39.0,9.0,62.0,2019.0,Band/Group
Clout (feat. Cardi B),Offset,atl hip hop,2019.0,2020‑06‑22,140.0,62.0,92.0,-7.0,12.0,42.0,206.0,23.0,10.0,73.0,2019.0,Solo
High Hopes,Panic! At The Disco,modern rock,2018.0,2020‑06‑22,82.0,90.0,58.0,-3.0,6.0,68.0,191.0,19.0,6.0,85.0,2019.0,Band/Group
Adan y Eva,Paulo Londra,argentine hip hop,2019.0,2020‑06‑22,172.0,71.0,77.0,-4.0,7.0,72.0,257.0,32.0,34.0,76.0,2019.0,Solo
Pop Out (feat. Lil Tjay),Polo G,chicago rap,2019.0,2020‑06‑22,168.0,64.0,77.0,-7.0,7.0,26.0,167.0,15.0,47.0,83.0,2019.0,Solo
Circles,Post Malone,dfw rap,2019.0,2020‑06‑22,120.0,76.0,70.0,-3.0,9.0,55.0,215.0,19.0,4.0,89.0,2019.0,Solo
Better Now,Post Malone,dfw rap,2018.0,2020‑06‑22,145.0,58.0,68.0,-6.0,14.0,34.0,231.0,33.0,4.0,84.0,2019.0,Solo
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019.0,2020‑06‑22,90.0,52.0,76.0,-4.0,7.0,93.0,158.0,53.0,6.0,84.0,2019.0,Solo
Wow.,Post Malone,dfw rap,2019.0,2020‑06‑22,100.0,54.0,83.0,-7.0,10.0,39.0,150.0,14.0,21.0,83.0,2019.0,Solo
Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019.0,2020‑06‑22,150.0,65.0,55.0,-4.0,10.0,16.0,175.0,46.0,8.0,82.0,2019.0,Solo
Bohemian Rhapsody - Remastered 2011,Queen,classic rock,1975.0,2020‑06‑22,144.0,40.0,39.0,-10.0,24.0,23.0,354.0,29.0,5.0,77.0,2019.0,Band/Group
Ride It,Regard,dance pop,2019.0,2020‑06‑22,118.0,75.0,88.0,-4.0,11.0,88.0,158.0,18.0,9.0,85.0,2019.0,Solo
Keisha & Becky - Remix,Russ Millions,uk drill,2019.0,2020‑08‑20,141.0,47.0,86.0,-10.0,12.0,64.0,253.0,25.0,48.0,73.0,2019.0,Solo
Post Malone (feat. RANI),Sam Feldt,dance pop,2019.0,2020‑06‑22,107.0,64.0,59.0,-4.0,11.0,65.0,174.0,8.0,12.0,74.0,2019.0,Solo
My Type,Saweetie,cali rap,2019.0,2020‑06‑22,105.0,81.0,90.0,-6.0,7.0,59.0,126.0,0.0,26.0,76.0,2019.0,Solo
Otro Trago,Sech,latin,2019.0,2020‑06‑22,176.0,70.0,75.0,-5.0,11.0,62.0,226.0,14.0,34.0,76.0,2019.0,Solo
Señorita,Shawn Mendes,canadian pop,2019.0,2020‑06‑22,117.0,55.0,76.0,-6.0,8.0,75.0,191.0,4.0,3.0,83.0,2019.0,Solo
If I Can't Have You,Shawn Mendes,canadian pop,2019.0,2020‑06‑22,124.0,81.0,69.0,-4.0,15.0,86.0,191.0,52.0,6.0,78.0,2019.0,Solo
Don’t Feel Like Crying,Sigrid,dance pop,2019.0,2020‑06‑22,120.0,81.0,75.0,-4.0,7.0,72.0,157.0,16.0,4.0,56.0,2019.0,Solo
Vossi Bop,Stormzy,grime,2019.0,2020‑06‑22,188.0,65.0,68.0,-6.0,13.0,43.0,196.0,13.0,34.0,69.0,2019.0,Solo
Lover,Taylor Swift,pop,2019.0,2020‑06‑22,69.0,54.0,36.0,-8.0,12.0,45.0,221.0,49.0,9.0,86.0,2019.0,Solo
Cruel Summer,Taylor Swift,pop,2019.0,2021‑08‑17,170.0,70.0,55.0,-6.0,11.0,56.0,178.0,12.0,16.0,82.0,2019.0,Solo
You Need To Calm Down,Taylor Swift,pop,2019.0,2020‑06‑22,85.0,67.0,77.0,-6.0,6.0,71.0,171.0,1.0,6.0,81.0,2019.0,Solo
SICKO MODE,Travis Scott,hip hop,2018.0,2020‑06‑22,155.0,73.0,83.0,-4.0,12.0,45.0,313.0,1.0,22.0,86.0,2019.0,Solo
EARFQUAKE,"Tyler, The Creator",hip hop,2019.0,2020‑06‑22,80.0,50.0,55.0,-9.0,80.0,41.0,190.0,23.0,7.0,85.0,2019.0,Solo
Boasty (feat. Idris Elba),Wiley,grime,2019.0,2020‑06‑22,103.0,77.0,89.0,-5.0,9.0,46.0,177.0,1.0,7.0,68.0,2019.0,Solo
Strike a Pose (feat. Aitch),Young T & Bugsey,afroswing,2019.0,2020‑08‑20,138.0,58.0,53.0,-6.0,10.0,59.0,214.0,1.0,10.0,67.0,2019.0,Duo
The London (feat. J. Cole & Travis Scott),Young Thug,atl hip hop,2019.0,2020‑06‑22,98.0,59.0,80.0,-7.0,13.0,18.0,200.0,2.0,15.0,75.0,2019.0,Solo
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
